insider_name,relation,transaction_date,transaction_code,shares,price,shares_after,ownership_form,form4_url
SEAWELL A BROOKE,,2025-07-11,S,850,167.7859,1778270,I,https://www.sec.gov/Archives/edgar/data/1045810/000104581025000190/wk-form4_1752617063.xml
SEAWELL A BROOKE,,2025-07-14,S,5984,162.671,1772286,I,https://www.sec.gov/Archives/edgar/data/1045810/000104581025000190/wk-form4_1752617063.xml
SEAWELL A BROOKE,,2025-07-14,S,22798,163.6321,1749488,I,https://www.sec.gov/Archives/edgar/data/1045810/000104581025000190/wk-form4_1752617063.xml
SEAWELL A BROOKE,,2025-07-14,S,16326,164.6228,1733162,I,https://www.sec.gov/Archives/edgar/data/1045810/000104581025000190/wk-form4_1752617063.xml
SEAWELL A BROOKE,,2025-07-14,S,3684,165.1422,1729478,I,https://www.sec.gov/Archives/edgar/data/1045810/000104581025000190/wk-form4_1752617063.xml
HUANG JEN HSUN,,2025-07-11,S,2550,164.1768,74795675,D,https://www.sec.gov/Archives/edgar/data/1045810/000119764925000008/wk-form4_1752616809.xml
HUANG JEN HSUN,,2025-07-11,S,23547,165.2138,74772128,D,https://www.sec.gov/Archives/edgar/data/1045810/000119764925000008/wk-form4_1752616809.xml
HUANG JEN HSUN,,2025-07-11,S,36807,166.2351,74735321,D,https://www.sec.gov/Archives/edgar/data/1045810/000119764925000008/wk-form4_1752616809.xml
HUANG JEN HSUN,,2025-07-11,S,11324,167.1746,74723997,D,https://www.sec.gov/Archives/edgar/data/1045810/000119764925000008/wk-form4_1752616809.xml
HUANG JEN HSUN,,2025-07-11,S,772,167.7699,74723225,D,https://www.sec.gov/Archives/edgar/data/1045810/000119764925000008/wk-form4_1752616809.xml
HUANG JEN HSUN,,2025-07-14,S,4941,162.7089,74718284,D,https://www.sec.gov/Archives/edgar/data/1045810/000119764925000008/wk-form4_1752616809.xml
HUANG JEN HSUN,,2025-07-14,S,19824,163.702,74698460,D,https://www.sec.gov/Archives/edgar/data/1045810/000119764925000008/wk-form4_1752616809.xml
HUANG JEN HSUN,,2025-07-14,S,44176,164.73,74654284,D,https://www.sec.gov/Archives/edgar/data/1045810/000119764925000008/wk-form4_1752616809.xml
HUANG JEN HSUN,,2025-07-14,S,6059,165.1752,74648225,D,https://www.sec.gov/Archives/edgar/data/1045810/000119764925000008/wk-form4_1752616809.xml
HUANG JEN HSUN,,2025-07-15,S,9940,169.9454,74638285,D,https://www.sec.gov/Archives/edgar/data/1045810/000119764925000008/wk-form4_1752616809.xml
HUANG JEN HSUN,,2025-07-15,S,42447,170.7953,74595838,D,https://www.sec.gov/Archives/edgar/data/1045810/000119764925000008/wk-form4_1752616809.xml
HUANG JEN HSUN,,2025-07-15,S,22613,171.4854,74573225,D,https://www.sec.gov/Archives/edgar/data/1045810/000119764925000008/wk-form4_1752616809.xml
HUANG JEN HSUN,,2025-07-08,S,41182,159.0669,74982043,D,https://www.sec.gov/Archives/edgar/data/1045810/000119764925000006/wk-form4_1752190192.xml
HUANG JEN HSUN,,2025-07-08,S,33818,159.7173,74948225,D,https://www.sec.gov/Archives/edgar/data/1045810/000119764925000006/wk-form4_1752190192.xml
HUANG JEN HSUN,,2025-07-09,S,1302,161.6309,74946923,D,https://www.sec.gov/Archives/edgar/data/1045810/000119764925000006/wk-form4_1752190192.xml
HUANG JEN HSUN,,2025-07-09,S,49324,162.9137,74897599,D,https://www.sec.gov/Archives/edgar/data/1045810/000119764925000006/wk-form4_1752190192.xml
HUANG JEN HSUN,,2025-07-09,S,24031,163.5914,74873568,D,https://www.sec.gov/Archives/edgar/data/1045810/000119764925000006/wk-form4_1752190192.xml
HUANG JEN HSUN,,2025-07-09,S,343,164.2916,74873225,D,https://www.sec.gov/Archives/edgar/data/1045810/000119764925000006/wk-form4_1752190192.xml
HUANG JEN HSUN,,2025-07-10,S,18386,162.3414,74854839,D,https://www.sec.gov/Archives/edgar/data/1045810/000119764925000006/wk-form4_1752190192.xml
HUANG JEN HSUN,,2025-07-10,S,29285,163.1494,74825554,D,https://www.sec.gov/Archives/edgar/data/1045810/000119764925000006/wk-form4_1752190192.xml
HUANG JEN HSUN,,2025-07-10,S,27329,163.9923,74798225,D,https://www.sec.gov/Archives/edgar/data/1045810/000119764925000006/wk-form4_1752190192.xml
SEAWELL A BROOKE,,2025-07-08,S,49595,159.0372,1925189,I,https://www.sec.gov/Archives/edgar/data/1045810/000104581025000188/wk-form4_1752189991.xml
SEAWELL A BROOKE,,2025-07-08,S,705,159.5989,1924484,I,https://www.sec.gov/Archives/edgar/data/1045810/000104581025000188/wk-form4_1752189991.xml
SEAWELL A BROOKE,,2025-07-09,S,19922,162.9602,1904562,I,https://www.sec.gov/Archives/edgar/data/1045810/000104581025000188/wk-form4_1752189991.xml
SEAWELL A BROOKE,,2025-07-09,S,28199,163.6163,1876363,I,https://www.sec.gov/Archives/edgar/data/1045810/000104581025000188/wk-form4_1752189991.xml
SEAWELL A BROOKE,,2025-07-09,S,850,164.2981,1875513,I,https://www.sec.gov/Archives/edgar/data/1045810/000104581025000188/wk-form4_1752189991.xml
SEAWELL A BROOKE,,2025-07-10,S,22292,162.3193,1853221,I,https://www.sec.gov/Archives/edgar/data/1045810/000104581025000188/wk-form4_1752189991.xml
SEAWELL A BROOKE,,2025-07-10,S,21333,163.0789,1831888,I,https://www.sec.gov/Archives/edgar/data/1045810/000104581025000188/wk-form4_1752189991.xml
SEAWELL A BROOKE,,2025-07-10,S,5506,163.9091,1826382,I,https://www.sec.gov/Archives/edgar/data/1045810/000104581025000188/wk-form4_1752189991.xml
HUANG JEN HSUN,,2025-07-02,S,1856,153.6703,75246369,D,https://www.sec.gov/Archives/edgar/data/1045810/000119764925000004/wk-form4_1751934819.xml
HUANG JEN HSUN,,2025-07-02,S,10638,154.54,75235731,D,https://www.sec.gov/Archives/edgar/data/1045810/000119764925000004/wk-form4_1751934819.xml
HUANG JEN HSUN,,2025-07-02,S,5675,155.4484,75230056,D,https://www.sec.gov/Archives/edgar/data/1045810/000119764925000004/wk-form4_1751934819.xml
HUANG JEN HSUN,,2025-07-02,S,36662,156.7389,75193394,D,https://www.sec.gov/Archives/edgar/data/1045810/000119764925000004/wk-form4_1751934819.xml
HUANG JEN HSUN,,2025-07-02,S,20169,157.2401,75173225,D,https://www.sec.gov/Archives/edgar/data/1045810/000119764925000004/wk-form4_1751934819.xml
HUANG JEN HSUN,,2025-07-03,S,17324,158.4139,75155901,D,https://www.sec.gov/Archives/edgar/data/1045810/000119764925000004/wk-form4_1751934819.xml
HUANG JEN HSUN,,2025-07-03,S,42970,159.3874,75112931,D,https://www.sec.gov/Archives/edgar/data/1045810/000119764925000004/wk-form4_1751934819.xml
HUANG JEN HSUN,,2025-07-03,S,13758,160.125,75099173,D,https://www.sec.gov/Archives/edgar/data/1045810/000119764925000004/wk-form4_1751934819.xml
HUANG JEN HSUN,,2025-07-03,S,948,160.8423,75098225,D,https://www.sec.gov/Archives/edgar/data/1045810/000119764925000004/wk-form4_1751934819.xml
HUANG JEN HSUN,,2025-07-07,S,46971,158.1943,75051254,D,https://www.sec.gov/Archives/edgar/data/1045810/000119764925000004/wk-form4_1751934819.xml
HUANG JEN HSUN,,2025-07-07,S,28029,158.6077,75023225,D,https://www.sec.gov/Archives/edgar/data/1045810/000119764925000004/wk-form4_1751934819.xml
SEAWELL A BROOKE,,2025-07-02,S,4180,153.8818,2072529,I,https://www.sec.gov/Archives/edgar/data/1045810/000104581025000186/wk-form4_1751934586.xml
SEAWELL A BROOKE,,2025-07-02,S,16042,154.6144,2056487,I,https://www.sec.gov/Archives/edgar/data/1045810/000104581025000186/wk-form4_1751934586.xml
SEAWELL A BROOKE,,2025-07-02,S,9379,155.6175,2047108,I,https://www.sec.gov/Archives/edgar/data/1045810/000104581025000186/wk-form4_1751934586.xml
SEAWELL A BROOKE,,2025-07-02,S,19128,156.5667,2027980,I,https://www.sec.gov/Archives/edgar/data/1045810/000104581025000186/wk-form4_1751934586.xml
SEAWELL A BROOKE,,2025-07-02,S,2682,157.3542,2025298,I,https://www.sec.gov/Archives/edgar/data/1045810/000104581025000186/wk-form4_1751934586.xml
SEAWELL A BROOKE,,2025-07-07,S,25738,158.0646,1999560,I,https://www.sec.gov/Archives/edgar/data/1045810/000104581025000186/wk-form4_1751934586.xml
SEAWELL A BROOKE,,2025-07-07,S,24776,158.686,1974784,I,https://www.sec.gov/Archives/edgar/data/1045810/000104581025000186/wk-form4_1751934586.xml
SEAWELL A BROOKE,,2025-06-30,S,20463,156.7071,1658898,I,https://www.sec.gov/Archives/edgar/data/1045810/000104581025000183/wk-form4_1751413230.xml
SEAWELL A BROOKE,,2025-06-30,S,26519,157.3152,1632379,I,https://www.sec.gov/Archives/edgar/data/1045810/000104581025000183/wk-form4_1751413230.xml
SEAWELL A BROOKE,,2025-06-30,S,3930,158.1053,1628449,I,https://www.sec.gov/Archives/edgar/data/1045810/000104581025000183/wk-form4_1751413230.xml
SEAWELL A BROOKE,,2025-07-01,S,6194,152.1636,1622255,I,https://www.sec.gov/Archives/edgar/data/1045810/000104581025000183/wk-form4_1751413230.xml
SEAWELL A BROOKE,,2025-07-01,S,14391,153.0724,1607864,I,https://www.sec.gov/Archives/edgar/data/1045810/000104581025000183/wk-form4_1751413230.xml
SEAWELL A BROOKE,,2025-07-01,S,3590,153.9755,1604274,I,https://www.sec.gov/Archives/edgar/data/1045810/000104581025000183/wk-form4_1751413230.xml
SEAWELL A BROOKE,,2025-07-01,S,3224,155.0303,1601050,I,https://www.sec.gov/Archives/edgar/data/1045810/000104581025000183/wk-form4_1751413230.xml
SEAWELL A BROOKE,,2025-07-01,S,22318,156.1398,1578732,I,https://www.sec.gov/Archives/edgar/data/1045810/000104581025000183/wk-form4_1751413230.xml
SEAWELL A BROOKE,,2025-07-01,S,2023,156.8321,1576709,I,https://www.sec.gov/Archives/edgar/data/1045810/000104581025000183/wk-form4_1751413230.xml
HUANG JEN HSUN,,2025-06-27,S,17774,156.0159,75455451,D,https://www.sec.gov/Archives/edgar/data/1045810/000104581025000182/wk-form4_1751412913.xml
HUANG JEN HSUN,,2025-06-27,S,27574,156.8974,75427877,D,https://www.sec.gov/Archives/edgar/data/1045810/000104581025000182/wk-form4_1751412913.xml
HUANG JEN HSUN,,2025-06-27,S,26947,157.6498,75400930,D,https://www.sec.gov/Archives/edgar/data/1045810/000104581025000182/wk-form4_1751412913.xml
HUANG JEN HSUN,,2025-06-27,S,2705,158.4551,75398225,D,https://www.sec.gov/Archives/edgar/data/1045810/000104581025000182/wk-form4_1751412913.xml
HUANG JEN HSUN,,2025-06-30,S,19624,156.8135,75378601,D,https://www.sec.gov/Archives/edgar/data/1045810/000104581025000182/wk-form4_1751412913.xml
HUANG JEN HSUN,,2025-06-30,S,49070,157.7268,75329531,D,https://www.sec.gov/Archives/edgar/data/1045810/000104581025000182/wk-form4_1751412913.xml
HUANG JEN HSUN,,2025-06-30,S,6306,158.2701,75323225,D,https://www.sec.gov/Archives/edgar/data/1045810/000104581025000182/wk-form4_1751412913.xml
HUANG JEN HSUN,,2025-07-01,S,4497,152.2292,75318728,D,https://www.sec.gov/Archives/edgar/data/1045810/000104581025000182/wk-form4_1751412913.xml
HUANG JEN HSUN,,2025-07-01,S,14104,153.0139,75304624,D,https://www.sec.gov/Archives/edgar/data/1045810/000104581025000182/wk-form4_1751412913.xml
HUANG JEN HSUN,,2025-07-01,S,21050,153.7314,75283574,D,https://www.sec.gov/Archives/edgar/data/1045810/000104581025000182/wk-form4_1751412913.xml
HUANG JEN HSUN,,2025-07-01,S,18612,154.6027,75264962,D,https://www.sec.gov/Archives/edgar/data/1045810/000104581025000182/wk-form4_1751412913.xml
HUANG JEN HSUN,,2025-07-01,S,12561,156.0585,75252401,D,https://www.sec.gov/Archives/edgar/data/1045810/000104581025000182/wk-form4_1751412913.xml
HUANG JEN HSUN,,2025-07-01,S,4176,156.6425,75248225,D,https://www.sec.gov/Archives/edgar/data/1045810/000104581025000182/wk-form4_1751412913.xml
COXE TENCH,,2025-06-26,A,1799.0000,0.0000,56167.0000,D,https://www.sec.gov/Archives/edgar/data/1045810/000122520825006216/doc4.xml
JONES HARVEY C,,2025-06-26,A,1799,0,70407,D,https://www.sec.gov/Archives/edgar/data/1045810/000104581025000178/wk-form4_1751317746.xml
HUDSON DAWN E,,2025-06-26,A,1799,0,458887,D,https://www.sec.gov/Archives/edgar/data/1045810/000104581025000177/wk-form4_1751317588.xml
Ochoa Ellen,,2025-06-26,A,1799,0,4968,D,https://www.sec.gov/Archives/edgar/data/1045810/000104581025000176/wk-form4_1751317475.xml
STEVENS MARK A,,2025-06-26,A,1799,0,11543401,D,https://www.sec.gov/Archives/edgar/data/1045810/000104581025000175/wk-form4_1751317362.xml
Shah Aarti S.,,2025-06-26,A,1799,0,55007,D,https://www.sec.gov/Archives/edgar/data/1045810/000104581025000174/wk-form4_1751317235.xml
SEAWELL A BROOKE,,2025-06-26,A,1799,0,10387,D,https://www.sec.gov/Archives/edgar/data/1045810/000104581025000173/wk-form4_1751317101.xml
LORA MELISSA,,2025-06-26,A,1799,0,15657,D,https://www.sec.gov/Archives/edgar/data/1045810/000104581025000172/wk-form4_1751316977.xml
Drell Persis,,2025-06-26,A,1799,0,3887,D,https://www.sec.gov/Archives/edgar/data/1045810/000104581025000171/wk-form4_1751316844.xml
Dabiri John,,2025-06-26,A,1799,0,18418,D,https://www.sec.gov/Archives/edgar/data/1045810/000104581025000170/wk-form4_1751316698.xml
BURGESS ROBERT K,,2025-06-26,A,1799,0,202843,D,https://www.sec.gov/Archives/edgar/data/1045810/000104581025000169/wk-form4_1751316539.xml
Neal Stephen C,,2025-06-26,A,1799,0,3887,D,https://www.sec.gov/Archives/edgar/data/1045810/000104581025000168/wk-form4_1751316316.xml
Puri Ajay K,,2025-06-25,S,5955,150.5096,4180787,I,https://www.sec.gov/Archives/edgar/data/1045810/000104581025000152/wk-form4_1751062904.xml
Puri Ajay K,,2025-06-25,S,53013,151.6017,4127774,I,https://www.sec.gov/Archives/edgar/data/1045810/000104581025000152/wk-form4_1751062904.xml
Puri Ajay K,,2025-06-25,S,40619,152.4496,4087155,I,https://www.sec.gov/Archives/edgar/data/1045810/000104581025000152/wk-form4_1751062904.xml
Puri Ajay K,,2025-06-25,S,65420,153.7079,4021735,I,https://www.sec.gov/Archives/edgar/data/1045810/000104581025000152/wk-form4_1751062904.xml
Puri Ajay K,,2025-06-25,S,3188,154.3203,4018547,I,https://www.sec.gov/Archives/edgar/data/1045810/000104581025000152/wk-form4_1751062904.xml
SEAWELL A BROOKE,,2025-06-25,S,6892,149.9687,1827678,I,https://www.sec.gov/Archives/edgar/data/1045810/000104581025000151/wk-form4_1751062519.xml
SEAWELL A BROOKE,,2025-06-25,S,10967,151.1583,1816711,I,https://www.sec.gov/Archives/edgar/data/1045810/000104581025000151/wk-form4_1751062519.xml
SEAWELL A BROOKE,,2025-06-25,S,28055,151.8864,1788656,I,https://www.sec.gov/Archives/edgar/data/1045810/000104581025000151/wk-form4_1751062519.xml
SEAWELL A BROOKE,,2025-06-25,S,6860,152.6868,1781796,I,https://www.sec.gov/Archives/edgar/data/1045810/000104581025000151/wk-form4_1751062519.xml
SEAWELL A BROOKE,,2025-06-26,S,13561,154.6887,1768235,I,https://www.sec.gov/Archives/edgar/data/1045810/000104581025000151/wk-form4_1751062519.xml
SEAWELL A BROOKE,,2025-06-26,S,27941,155.5779,1740294,I,https://www.sec.gov/Archives/edgar/data/1045810/000104581025000151/wk-form4_1751062519.xml
SEAWELL A BROOKE,,2025-06-26,S,9953,156.2489,1730341,I,https://www.sec.gov/Archives/edgar/data/1045810/000104581025000151/wk-form4_1751062519.xml
SEAWELL A BROOKE,,2025-06-27,S,14355,155.9728,1715986,I,https://www.sec.gov/Archives/edgar/data/1045810/000104581025000151/wk-form4_1751062519.xml
SEAWELL A BROOKE,,2025-06-27,S,18411,156.7448,1697575,I,https://www.sec.gov/Archives/edgar/data/1045810/000104581025000151/wk-form4_1751062519.xml
SEAWELL A BROOKE,,2025-06-27,S,13013,157.6161,1684562,I,https://www.sec.gov/Archives/edgar/data/1045810/000104581025000151/wk-form4_1751062519.xml
SEAWELL A BROOKE,,2025-06-27,S,5201,158.428,1679361,I,https://www.sec.gov/Archives/edgar/data/1045810/000104581025000151/wk-form4_1751062519.xml
HUANG JEN HSUN,,2025-06-24,S,4918,146.1433,75668307,D,https://www.sec.gov/Archives/edgar/data/1045810/000104581025000148/wk-form4_1750981346.xml
HUANG JEN HSUN,,2025-06-24,S,42013,147.1666,75626294,D,https://www.sec.gov/Archives/edgar/data/1045810/000104581025000148/wk-form4_1750981346.xml
HUANG JEN HSUN,,2025-06-24,S,3069,147.7522,75623225,D,https://www.sec.gov/Archives/edgar/data/1045810/000104581025000148/wk-form4_1750981346.xml
HUANG JEN HSUN,,2025-06-25,S,3043,149.8507,75620182,D,https://www.sec.gov/Archives/edgar/data/1045810/000104581025000148/wk-form4_1750981346.xml
HUANG JEN HSUN,,2025-06-25,S,6429,151.0466,75613753,D,https://www.sec.gov/Archives/edgar/data/1045810/000104581025000148/wk-form4_1750981346.xml
HUANG JEN HSUN,,2025-06-25,S,24866,151.8086,75588887,D,https://www.sec.gov/Archives/edgar/data/1045810/000104581025000148/wk-form4_1750981346.xml
HUANG JEN HSUN,,2025-06-25,S,11499,152.6631,75577388,D,https://www.sec.gov/Archives/edgar/data/1045810/000104581025000148/wk-form4_1750981346.xml
HUANG JEN HSUN,,2025-06-25,S,28277,153.7151,75549111,D,https://www.sec.gov/Archives/edgar/data/1045810/000104581025000148/wk-form4_1750981346.xml
HUANG JEN HSUN,,2025-06-25,S,886,154.352,75548225,D,https://www.sec.gov/Archives/edgar/data/1045810/000104581025000148/wk-form4_1750981346.xml
HUANG JEN HSUN,,2025-06-26,S,11324,154.7779,75536901,D,https://www.sec.gov/Archives/edgar/data/1045810/000104581025000148/wk-form4_1750981346.xml
HUANG JEN HSUN,,2025-06-26,S,54331,155.6449,75482570,D,https://www.sec.gov/Archives/edgar/data/1045810/000104581025000148/wk-form4_1750981346.xml
HUANG JEN HSUN,,2025-06-26,S,9345,156.2868,75473225,D,https://www.sec.gov/Archives/edgar/data/1045810/000104581025000148/wk-form4_1750981346.xml
SEAWELL A BROOKE,,2025-06-20,S,8674,143.2326,1991326,I,https://www.sec.gov/Archives/edgar/data/1045810/000104581025000146/wk-form4_1750804182.xml
SEAWELL A BROOKE,,2025-06-20,S,17844,144.1641,1973482,I,https://www.sec.gov/Archives/edgar/data/1045810/000104581025000146/wk-form4_1750804182.xml
SEAWELL A BROOKE,,2025-06-20,S,20921,145.3569,1952561,I,https://www.sec.gov/Archives/edgar/data/1045810/000104581025000146/wk-form4_1750804182.xml
SEAWELL A BROOKE,,2025-06-20,S,7843,145.8638,1944718,I,https://www.sec.gov/Archives/edgar/data/1045810/000104581025000146/wk-form4_1750804182.xml
SEAWELL A BROOKE,,2025-06-23,S,9956,142.9474,1934762,I,https://www.sec.gov/Archives/edgar/data/1045810/000104581025000146/wk-form4_1750804182.xml
SEAWELL A BROOKE,,2025-06-23,S,45725,143.8318,1889037,I,https://www.sec.gov/Archives/edgar/data/1045810/000104581025000146/wk-form4_1750804182.xml
SEAWELL A BROOKE,,2025-06-24,S,12834,146.2951,1876203,I,https://www.sec.gov/Archives/edgar/data/1045810/000104581025000146/wk-form4_1750804182.xml
SEAWELL A BROOKE,,2025-06-24,S,40781,147.0417,1835422,I,https://www.sec.gov/Archives/edgar/data/1045810/000104581025000146/wk-form4_1750804182.xml
SEAWELL A BROOKE,,2025-06-24,S,852,147.7665,1834570,I,https://www.sec.gov/Archives/edgar/data/1045810/000104581025000146/wk-form4_1750804182.xml
STEVENS MARK A,,2025-06-18,S,608248,145.2633,8247600,I,https://www.sec.gov/Archives/edgar/data/1045810/000104581025000144/wk-form4_1750719235.xml
HUANG JEN HSUN,,2025-06-18,F,40163,144.12,75773225,D,https://www.sec.gov/Archives/edgar/data/1045810/000104581025000143/wk-form4_1750718967.xml
HUANG JEN HSUN,,2025-06-20,S,10232,143.4568,75762993,D,https://www.sec.gov/Archives/edgar/data/1045810/000104581025000143/wk-form4_1750718967.xml
HUANG JEN HSUN,,2025-06-20,S,27563,144.0127,75735430,D,https://www.sec.gov/Archives/edgar/data/1045810/000104581025000143/wk-form4_1750718967.xml
HUANG JEN HSUN,,2025-06-20,S,8691,145.3591,75726739,D,https://www.sec.gov/Archives/edgar/data/1045810/000104581025000143/wk-form4_1750718967.xml
HUANG JEN HSUN,,2025-06-20,S,3514,145.864,75723225,D,https://www.sec.gov/Archives/edgar/data/1045810/000104581025000143/wk-form4_1750718967.xml
HUANG JEN HSUN,,2025-06-23,S,4937,142.8047,75718288,D,https://www.sec.gov/Archives/edgar/data/1045810/000104581025000143/wk-form4_1750718967.xml
HUANG JEN HSUN,,2025-06-23,S,33194,143.7742,75685094,D,https://www.sec.gov/Archives/edgar/data/1045810/000104581025000143/wk-form4_1750718967.xml
HUANG JEN HSUN,,2025-06-23,S,11869,144.3225,75673225,D,https://www.sec.gov/Archives/edgar/data/1045810/000104581025000143/wk-form4_1750718967.xml
Puri Ajay K,,2025-06-18,F,38978,144.12,634193,D,https://www.sec.gov/Archives/edgar/data/1045810/000104581025000141/wk-form4_1750718569.xml
Kress Colette,,2025-06-18,F,43099,144.12,3042666,D,https://www.sec.gov/Archives/edgar/data/1045810/000104581025000140/wk-form4_1750718394.xml
Kress Colette,,2025-06-20,S,9340,143.5441,3033326,D,https://www.sec.gov/Archives/edgar/data/1045810/000104581025000140/wk-form4_1750718394.xml
Kress Colette,,2025-06-20,S,14578,144.0359,3018748,D,https://www.sec.gov/Archives/edgar/data/1045810/000104581025000140/wk-form4_1750718394.xml
Kress Colette,,2025-06-20,S,5043,145.4132,3013705,D,https://www.sec.gov/Archives/edgar/data/1045810/000104581025000140/wk-form4_1750718394.xml
Kress Colette,,2025-06-20,S,1539,145.9002,3012166,D,https://www.sec.gov/Archives/edgar/data/1045810/000104581025000140/wk-form4_1750718394.xml
Kress Colette,,2025-06-20,S,3051,143.5452,180009,I,https://www.sec.gov/Archives/edgar/data/1045810/000104581025000140/wk-form4_1750718394.xml
Kress Colette,,2025-06-20,S,4797,144.0371,175212,I,https://www.sec.gov/Archives/edgar/data/1045810/000104581025000140/wk-form4_1750718394.xml
Kress Colette,,2025-06-20,S,1662,145.4131,173550,I,https://www.sec.gov/Archives/edgar/data/1045810/000104581025000140/wk-form4_1750718394.xml
Kress Colette,,2025-06-20,S,490,145.9034,173060,I,https://www.sec.gov/Archives/edgar/data/1045810/000104581025000140/wk-form4_1750718394.xml
Kress Colette,,2025-06-20,S,3020,143.5466,809914,I,https://www.sec.gov/Archives/edgar/data/1045810/000104581025000140/wk-form4_1750718394.xml
Kress Colette,,2025-06-20,S,4839,144.0401,805075,I,https://www.sec.gov/Archives/edgar/data/1045810/000104581025000140/wk-form4_1750718394.xml
Kress Colette,,2025-06-20,S,1699,145.4132,803376,I,https://www.sec.gov/Archives/edgar/data/1045810/000104581025000140/wk-form4_1750718394.xml
Kress Colette,,2025-06-20,S,442,145.9123,802934,I,https://www.sec.gov/Archives/edgar/data/1045810/000104581025000140/wk-form4_1750718394.xml
Shoquist Debora,,2025-06-18,F,36332,144.12,548977,D,https://www.sec.gov/Archives/edgar/data/1045810/000104581025000139/wk-form4_1750718228.xml
Teter Timothy S.,,2025-06-18,F,37089,144.12,516606,D,https://www.sec.gov/Archives/edgar/data/1045810/000104581025000138/wk-form4_1750718059.xml
Robertson Donald F Jr,,2025-06-18,F,7303,144.12,472125,D,https://www.sec.gov/Archives/edgar/data/1045810/000152611125000003/wk-form4_1750717665.xml
Robertson Donald F Jr,,2025-06-20,S,4500,143.6598,467625,D,https://www.sec.gov/Archives/edgar/data/1045810/000152611125000003/wk-form4_1750717665.xml
