symbol,price,marketCap,beta,lastDividend,range,change,changePercentage,volume,averageVolume,companyName,currency,cik,isin,cusip,exchangeFullName,exchange,industry,website,description,ceo,sector,country,fullTimeEmployees,phone,address,city,state,zip,image,ipoDate,defaultImage,isEtf,isActivelyTrading,isAdr,isFund,symbol_queried,symbol_original
NVDA,180.17,4396148000000,2.145,0.04,86.62-184.48,-1.43,-0.78744,278310768,176450174.0,NVIDIA Corporation,USD,0001045810,US67066G1040,67066G104,NASDAQ Global Select,NASDAQ,Semiconductors,https://www.nvidia.com,"NVIDIA Corporation provides graphics, and compute and networking solutions in the United States, Taiwan, China, and internationally. The company's Graphics segment offers GeForce GPUs for gaming and PCs, the GeForce NOW game streaming service and related infrastructure, and solutions for gaming platforms; Quadro/NVIDIA RTX GPUs for enterprise workstation graphics; vGPU software for cloud-based visual and virtual computing; automotive platforms for infotainment systems; and Omniverse software for building 3D designs and virtual worlds. Its Compute & Networking segment provides Data Center platforms and systems for AI, HPC, and accelerated computing; Mellanox networking and interconnect solutions; automotive AI Cockpit, autonomous driving development agreements, and autonomous vehicle solutions; cryptocurrency mining processors; Jetson for robotics and other embedded platforms; and NVIDIA AI Enterprise and other software. The company's products are used in gaming, professional visualization, datacenter, and automotive markets. NVIDIA Corporation sells its products to original equipment manufacturers, original device manufacturers, system builders, add-in board manufacturers, retailers/distributors, independent software vendors, Internet and cloud service providers, automotive manufacturers and tier-1 automotive suppliers, mapping companies, start-ups, and other ecosystem participants. It has a strategic collaboration with Kroger Co. NVIDIA Corporation was incorporated in 1993 and is headquartered in Santa Clara, California.",Jen-Hsun Huang,Technology,US,36000,408 486 2000,2788 San Tomas Expressway,Santa Clara,CA,95051,https://images.financialmodelingprep.com/symbol/NVDA.png,1999-01-22,False,False,True,False,False,NVDA,NVDA
HON,221.35,140534450950,1.065,4.52,179.36-242.77,0.1,0.04519774,2600008,3416330.0,Honeywell International Inc.,USD,0000773840,US4385161066,438516106,NASDAQ Global Select,NASDAQ,Conglomerates,https://www.honeywell.com,"Honeywell International Inc. operates as a diversified technology and manufacturing company worldwide. Its Aerospace segment offers auxiliary power units, propulsion engines, integrated avionics, environmental control and electric power systems, engine controls, flight safety, communications, navigation hardware, data and software applications, radar and surveillance systems, aircraft lighting, advanced systems and instruments, satellite and space components, and aircraft wheels and brakes; spare parts; repair, overhaul, and maintenance services; thermal systems, as well as wireless connectivity and management services. The company's Honeywell Building Technologies segment offers software applications for building control and optimization; sensors, switches, control systems, and instruments for energy management; access control; video surveillance; fire products; and installation, maintenance, and upgrades of systems. Its Performance Materials and Technologies segment offers automation control, instrumentation, and software and related services; catalysts and adsorbents, equipment, and consulting; and materials to manufacture end products, such as bullet-resistant armor, nylon, computer chips, and pharmaceutical packaging, as well as provides reduced and low global-warming-potential materials based on hydrofluoro-olefin technology. The company's Safety and Productivity Solutions segment provides personal protection equipment, apparel, gear, and footwear; gas detection technology; cloud-based notification and emergency messaging; mobile devices and software; supply chain and warehouse automation equipment, and software solutions; custom-engineered sensors, switches, and controls; and data and asset management productivity software solutions. The company was founded in 1906 and is headquartered in Charlotte, North Carolina.",Vimal M. Kapur,Industrials,US,102000,704 627 6200,855 South Mint Street,Charlotte,NC,28202,https://images.financialmodelingprep.com/symbol/HON.png,2001-02-21,False,False,True,False,False,HON,HON
BKNG,5651.99,183180430701,1.413,36.7,3700.97-5839.41,36.31,0.64658,167901,199030.0,Booking Holdings Inc.,USD,0001075531,US09857L1089,09857L108,NASDAQ Global Select,NASDAQ,Travel Services,https://www.bookingholdings.com,"Booking Holdings Inc. provides travel and restaurant online reservation and related services worldwide. The company operates Booking.com, which offers online accommodation reservations; Rentalcars.com that provides online rental car reservation services; Priceline, which offer online travel reservation services, and consumers hotel, flight, and rental car reservation services, as well as vacation packages, cruises, and hotel distribution services. It also operates Agoda that provides online accommodation reservation services, as well as flight, ground transportation and activities reservation services. In addition, the company operates KAYAK, an online price comparison service that allows consumers to search and compare travel itineraries and prices, comprising airline ticket, accommodation reservation, and rental car reservation information; and OpenTable for booking online restaurant reservations. Further, it offers travel-related insurance products, and restaurant management services to consumers, travel service providers, and restaurants. The company was formerly known as The Priceline Group Inc. and changed its name to Booking Holdings Inc. in February 2018. The company was founded in 1997 and is headquartered in Norwalk, Connecticut.",Glenn D. Fogel,Consumer Cyclical,US,24500,203 299 8000,800 Connecticut Avenue,Norwalk,CT,06854,https://images.financialmodelingprep.com/symbol/BKNG.png,1999-03-31,False,False,True,False,False,BKNG,BKNG
TJX,137.12,152973814400,0.888,1.6,111.22-145.58,-0.11,-0.0801574,3523127,5202968.0,"The TJX Companies, Inc.",USD,0000109198,US8725401090,872540109,New York Stock Exchange,NYSE,Apparel - Retail,https://www.tjx.com,"The TJX Companies, Inc., together with its subsidiaries, operates as an off-price apparel and home fashions retailer. It operates through four segments: Marmaxx, HomeGoods, TJX Canada, and TJX International. The company sells family apparel, including footwear and accessories; home fashions, such as home basics, furniture, rugs, lighting products, giftware, soft home products, decorative accessories, tabletop, and cookware, as well as expanded pet, kids, and gourmet food departments; jewelry and accessories; and other merchandise. As of February 23, 2022, it operated 1,284 T.J. Maxx, 1,148 Marshalls, 850 HomeGoods, 59 Sierra, and 39 Homesense stores, as well as tjmaxx.com, marshalls.com, and sierra.com in the United States; 293 Winners, 147 HomeSense, and 106 Marshalls stores in Canada; 618 T.K. Maxx and 77 Homesense stores, as well as tkmaxx.com in Europe; and 68 T.K. Maxx stores in Australia. The company was incorporated in 1962 and is headquartered in Framingham, Massachusetts.",Ernie L. Herrman,Consumer Cyclical,US,364000,508 390 1000,770 Cochituate Road,Framingham,MA,01701,https://images.financialmodelingprep.com/symbol/TJX.png,1987-06-26,False,False,True,False,False,TJX,TJX
LOW,257.54,144335202520,0.886,4.65,206.39-287.01,-1.13,-0.43685,1779055,2833406.0,"Lowe's Companies, Inc.",USD,0000060667,US5486611073,548661107,New York Stock Exchange,NYSE,Home Improvement,https://www.lowes.com,"Lowe's Companies, Inc., together with its subsidiaries, operates as a home improvement retailer in the United States and internationally. The company offers a line of products for construction, maintenance, repair, remodeling, and decorating. It provides home improvement products, such as appliances, seasonal and outdoor living, lawn and garden, lumber, kitchens and bath, tools, paint, millwork, hardware, flooring, rough plumbing, building materials, decor, lighting, and electrical. It also offers installation services through independent contractors in various product categories; extended protection plans; and in-warranty and out-of-warranty repair services. The company sells its national brand-name merchandise and private brand products to homeowners, renters, and professional customers. As of January 28, 2022, it operated 1,971 home improvement and hardware stores. The company also sells its products through websites comprising Lowes.com and Lowesforpros.com; and through mobile applications. Lowe's Companies, Inc. was founded in 1921 and is based in Mooresville, North Carolina.",Marvin R. Ellison,Consumer Cyclical,US,161000,704 758 1000,1000 Lowe's Boulevard,Mooresville,NC,28117,https://images.financialmodelingprep.com/symbol/LOW.png,1980-03-17,False,False,True,False,False,LOW,LOW
GILD,112.56,139665573600,0.347,3.12,77.74-121.83,-1.36,-1.19382,4129404,7092293.0,"Gilead Sciences, Inc.",USD,0000882095,US3755581036,375558103,NASDAQ Global Select,NASDAQ,Drug Manufacturers - General,https://www.gilead.com,"Gilead Sciences, Inc., a biopharmaceutical company, discovers, develops, and commercializes medicines in the areas of unmet medical need in the United States, Europe, and internationally. The company provides Biktarvy, Genvoya, Descovy, Odefsey, Truvada, Complera/ Eviplera, Stribild, and Atripla products for the treatment of HIV/AIDS; Veklury, an injection for intravenous use, for the treatment of coronavirus disease 2019; and Epclusa, Harvoni, Vosevi, Vemlidy, and Viread for the treatment of liver diseases. It also offers Yescarta, Tecartus, Trodelvy, and Zydelig products for the treatment of hematology, oncology, and cell therapy patients. In addition, the company provides Letairis, an oral formulation for the treatment of pulmonary arterial hypertension; Ranexa, an oral formulation for the treatment of chronic angina; and AmBisome, a liposomal formulation for the treatment of serious invasive fungal infections. Gilead Sciences, Inc. has collaboration agreements with Arcus Biosciences, Inc.; Pionyr Immunotherapeutics Inc.; Tizona Therapeutics, Inc.; Tango Therapeutics, Inc.; Jounce Therapeutics, Inc.; Galapagos NV; Janssen Sciences Ireland Unlimited Company; Japan Tobacco, Inc.; Gadeta B.V.; Bristol-Myers Squibb Company; Dragonfly Therapeutics, Inc.; and Merck & Co, Inc. The company was incorporated in 1987 and is headquartered in Foster City, California.",Daniel P. O'Day,Healthcare,US,17600,650 574 3000,333 Lakeside Drive,Foster City,CA,94404,https://images.financialmodelingprep.com/symbol/GILD.png,1992-01-22,False,False,True,False,False,GILD,GILD
DUK,122.37,95157848880,0.341,4.2,105.2-127.85,-1.31,-1.05918,2495100,3034720.0,Duke Energy Corporation,USD,0001326160,US26441C2044,26441C204,New York Stock Exchange,NYSE,Regulated Electric,https://www.duke-energy.com,"Duke Energy Corporation, together with its subsidiaries, operates as an energy company in the United States. It operates through three segments: Electric Utilities and Infrastructure, Gas Utilities and Infrastructure, and Commercial Renewables. The Electric Utilities and Infrastructure segment generates, transmits, distributes, and sells electricity in the Carolinas, Florida, and the Midwest; and uses coal, hydroelectric, natural gas, oil, renewable generation, and nuclear fuel to generate electricity. It also engages in the wholesale of electricity to municipalities, electric cooperative utilities, and load-serving entities. This segment serves approximately 8.2 million customers in 6 states in the Southeast and Midwest regions of the United States covering a service territory of approximately 91,000 square miles; and owns approximately 50,259 megawatts (MW) of generation capacity. The Gas Utilities and Infrastructure segment distributes natural gas to residential, commercial, industrial, and power generation natural gas customers; and owns, operates, and invests in pipeline transmission and natural gas storage facilities. It has approximately 1.6 million customers, including 1.1 million customers in North Carolina, South Carolina, and Tennessee, as well as 550,000 customers in southwestern Ohio and northern Kentucky. The Commercial Renewables segment acquires, owns, develops, builds, and operates wind and solar renewable generation projects, including nonregulated renewable energy and energy storage services to utilities, electric cooperatives, municipalities, and corporate customers. It has 23 wind, 178 solar, and 2 battery storage facilities, as well as 71 fuel cell locations with a capacity of 3,554 MW across 22 states. The company was formerly known as Duke Energy Holding Corp. and changed its name to Duke Energy Corporation in April 2005. The company was founded in 1904 and is headquartered in Charlotte, North Carolina.",Harry K. Sideris,Utilities,US,26413,704 382 3853,526 South Church Street,Charlotte,NC,28202-1803,https://images.financialmodelingprep.com/symbol/DUK.png,1980-03-17,False,False,True,False,False,DUK,DUK
MA,590.48,529822351520,1.029,2.94,465.59-601.77,-0.18,-0.03047438,2159561,2838574.0,Mastercard Incorporated,USD,0001141391,US57636Q1040,57636Q104,New York Stock Exchange,NYSE,Financial - Credit Services,https://www.mastercard.com,"Mastercard Incorporated, a technology company, provides transaction processing and other payment-related products and services in the United States and internationally. It facilitates the processing of payment transactions, including authorization, clearing, and settlement, as well as delivers other payment-related products and services. The company offers integrated products and value-added services for account holders, merchants, financial institutions, businesses, governments, and other organizations, such as programs that enable issuers to provide consumers with credits to defer payments; prepaid programs and management services; commercial credit and debit payment products and solutions; and payment products and solutions that allow its customers to access funds in deposit and other accounts. It also provides value-added products and services comprising cyber and intelligence solutions for parties to transact, as well as proprietary insights, drawing on principled use of consumer, and merchant data services. In addition, the company offers analytics, test and learn, consulting, managed services, loyalty, processing, and payment gateway solutions for e-commerce merchants. Further, it provides open banking and digital identity platforms services. The company offers payment solutions and services under the MasterCard, Maestro, and Cirrus. Mastercard Incorporated was founded in 1966 and is headquartered in Purchase, New York.",Michael Miebach,Financial Services,US,35300,914 249 2000,2000 Purchase Street,Purchase,NY,10577,https://images.financialmodelingprep.com/symbol/MA.png,2006-05-25,False,False,True,False,False,MA,MA
UNH,302.29,273776193460,0.44,8.51,234.6-630.73,-1.59,-0.52323,8611527,16233850.0,UnitedHealth Group Incorporated,USD,0000731766,US91324P1021,91324P102,New York Stock Exchange,NYSE,Medical - Healthcare Plans,https://www.unitedhealthgroup.com,"UnitedHealth Group Incorporated operates as a diversified health care company in the United States. It operates through four segments: UnitedHealthcare, Optum Health, Optum Insight, and Optum Rx. The UnitedHealthcare segment offers consumer-oriented health benefit plans and services for national employers, public sector employers, mid-sized employers, small businesses, and individuals; health care coverage and well-being services to individuals age 50 and older addressing their needs for preventive and acute health care services, as well as services dealing with chronic disease and other specialized issues for older individuals; Medicaid plans, children's health insurance and health care programs; health and dental benefits; and hospital and clinical services. The OptumHealth segment provides access to networks of care provider specialists, health management services, care delivery, consumer engagement, and financial services. This segment serves individuals directly through care delivery systems, employers, payers, and government entities. The OptumInsight segment offers software and information products, advisory consulting arrangements, and managed services outsourcing contracts to hospital systems, physicians, health plans, governments, life sciences companies, and other organizations. The OptumRx segment provides pharmacy care services and programs, including retail network contracting, home delivery, specialty and compounding pharmacy, and purchasing and clinical capabilities, as well as develops programs in the areas of step therapy, formulary management, drug adherence, and disease/drug therapy management. UnitedHealth Group Incorporated was incorporated in 1977 and is based in Minnetonka, Minnesota.",Stephen J. Hemsley,Healthcare,US,400000,952 936 1300,UnitedHealth Group Center,Eden Prairie,MN,55343,https://images.financialmodelingprep.com/symbol/UNH.png,1984-10-17,False,False,True,False,False,UNH,UNH
CB,273.25,108942042500,0.541,3.7,252.16-306.91,0.2,0.07324666,1452362,1835503.0,Chubb Limited,USD,0000896159,CH0044328745,H1467J104,New York Stock Exchange,NYSE,Insurance - Property & Casualty,https://www.chubb.com/us-en,"Chubb Limited provides insurance and reinsurance products worldwide. The company's North America Commercial P&C Insurance segment offers commercial property, casualty, workers' compensation, package policies, risk management, financial lines, marine, construction, environmental, medical, cyber risk, surety, and excess casualty; and group accident and health insurance to large, middle market, and small commercial businesses. Its North America Personal P&C Insurance segment provides affluent and high net worth individuals and families with homeowners, automobile and collector cars, valuable articles, personal and excess liability, travel insurance, and recreational marine insurance and services. The company's North America Agricultural Insurance segment offers multiple peril crop and crop-hail insurance; and coverage for farm and ranch property, and commercial agriculture products. Its Overseas General Insurance segment provides coverage for traditional commercial property and casualty; specialty categories, such as financial lines, marine, energy, aviation, political risk, and construction risk; and group accident and health, and traditional and specialty personal lines for corporations, middle markets, and small customers through retail brokers, agents, and other channels. The company's Global Reinsurance segment offers traditional and specialty reinsurance under the Chubb Tempest Re brand to property and casualty companies. Its Life Insurance segment provides protection and savings products comprising whole life, endowment plans, individual term life, group term life, medical and health, personal accident, credit life, universal life, and unit linked contracts. The company markets its products primarily through insurance and reinsurance brokers. The company was formerly known as ACE Limited and changed its name to Chubb Limited in January 2016. Chubb Limited was incorporated in 1985 and is headquartered in Zurich, Switzerland.",Evan G. Greenberg,Financial Services,CH,43000,41 43 456 76 00,Baerengasse 32,Zurich,,8001,https://images.financialmodelingprep.com/symbol/CB.png,1993-03-25,False,False,True,False,False,CB,CB
CVS,72.14,91497326200,0.588,2.66,43.56-72.51,0.21,0.29195,5193094,7483338.0,CVS Health Corporation,USD,0000064803,US1266501006,126650100,New York Stock Exchange,NYSE,Medical - Healthcare Plans,https://www.cvshealth.com,"CVS Health Corporation provides health services in the United States. The company's Health Care Benefits segment offers traditional, voluntary, and consumer-directed health insurance products and related services. It serves employer groups, individuals, college students, part-time and hourly workers, health plans, health care providers, governmental units, government-sponsored plans, labor groups, and expatriates. Its Pharmacy Services segment offers pharmacy benefit management solutions, including plan design and administration, formulary management, retail pharmacy network management, mail order pharmacy, specialty pharmacy and infusion, clinical, and disease and medical spend management services. It serves employers, insurance companies, unions, government employee groups, health plans, prescription drug plans, Medicaid managed care plans, plans offered on public health insurance and private health insurance exchanges, other sponsors of health benefit plans, and individuals. This segment operates retail specialty pharmacy stores; and specialty mail-order, mail-order dispensing, and compounding pharmacies, as well as branches for infusion and enteral nutrition services. The company's Retail/LTC segment sells prescription and over-the-counter drugs, consumer health and beauty products, and personal care products; and provides health care services through its MinuteClinic walk-in medical clinics. This segment also distributes prescription drugs; and provides related pharmacy consulting and other ancillary services to care facilities and other care settings. As of December 31, 2021, it operated approximately 9,900 retail locations and 1,200 MinuteClinic locations, as well as online retail pharmacy websites, LTC pharmacies, and onsite pharmacies. The company was formerly known as CVS Caremark Corporation and changed its name to CVS Health Corporation in September 2014. CVS Health Corporation was founded in 1963 and is headquartered in Woonsocket, Rhode Island.",J. David Joyner CEBS,Healthcare,US,219000,401-765-1500,One CVS Drive,Woonsocket,RI,02895,https://images.financialmodelingprep.com/symbol/CVS.png,1996-11-20,False,False,True,False,False,CVS,CVS
AMGN,285.61,153761570820,0.48,9.39,253.3-339.17,-2.36,-0.81953,1885523,2322360.0,Amgen Inc.,USD,0000318154,US0311621009,031162100,NASDAQ Global Select,NASDAQ,Drug Manufacturers - General,https://www.amgen.com,"Amgen Inc. discovers, develops, manufactures, and delivers human therapeutics worldwide. It focuses on inflammation, oncology/hematology, bone health, cardiovascular disease, nephrology, and neuroscience areas. The company's products include Enbrel to treat plaque psoriasis, rheumatoid arthritis, and psoriatic arthritis; Neulasta that reduces the chance of infection due a low white blood cell count in patients cancer; Prolia to treat postmenopausal women with osteoporosis; Xgeva for skeletal-related events prevention; Otezla for the treatment of adult patients with plaque psoriasis, psoriatic arthritis, and oral ulcers associated with Behçet's disease; Aranesp to treat a lower-than-normal number of red blood cells and anemia; KYPROLIS to treat patients with relapsed or refractory multiple myeloma; and Repatha, which reduces the risks of myocardial infarction, stroke, and coronary revascularization. It also markets Nplate, Vectibix, MVASI, Parsabiv, EPOGEN, KANJINTI, BLINCYTO, Aimovig, EVENITY, AMGEVITATM, Sensipar/Mimpara, NEUPOGEN, IMLYGIC, Corlanor, and AVSOLA. Amgen Inc. serves healthcare providers, including physicians or their clinics, dialysis centers, hospitals, and pharmacies. It distributes its products through pharmaceutical wholesale distributors, as well as direct-to-consumer channels. It has collaboration agreements with Novartis Pharma AG; UCB; Bayer HealthCare LLC; BeiGene, Ltd.; Eli Lilly and Company; Datos Health; and Verastem, Inc. to evaluate VS-6766 in combination with lumakrastm (Sotorasib) in patients with KRAS G12C-mutant non-small cell lung cancer. It has an agreement with Kyowa Kirin Co., Ltd. to jointly develop and commercialize KHK4083, a Phase 3-ready anti-OX40 fully human monoclonal antibody for the treatment of atopic dermatitis and other autoimmune diseases; and research and development collaboration with Neumora Therapeutics, Inc. and Plexium, Inc. Amgen Inc. was incorporated in 1980 and is headquartered in Thousand Oaks, California.",Robert A. Bradway,Healthcare,US,28000,805 447 1000,One Amgen Center Drive,Thousand Oaks,CA,91320-1799,https://images.financialmodelingprep.com/symbol/AMGN.png,1983-06-17,False,False,True,False,False,AMGN,AMGN
AXP,326.99,227546455180,1.283,3.04,220.43-329.14,4.53,1.40483,2192895,2606012.0,American Express Company,USD,0000004962,US0258161092,025816109,New York Stock Exchange,NYSE,Financial - Credit Services,https://www.americanexpress.com,"American Express Company, together with its subsidiaries, provides charge and credit payment card products, and travel-related services worldwide. The company operates through three segments: Global Consumer Services Group, Global Commercial Services, and Global Merchant and Network Services. Its products and services include payment and financing products; network services; accounts payable expense management products and services; and travel and lifestyle services. The company's products and services also comprise merchant acquisition and processing, servicing and settlement, point-of-sale marketing, and information products and services for merchants; and fraud prevention services, as well as the design and operation of customer loyalty programs. It sells its products and services to consumers, small businesses, mid-sized companies, and large corporations through mobile and online applications, third-party vendors and business partners, direct mail, telephone, in-house sales teams, and direct response advertising. American Express Company was founded in 1850 and is headquartered in New York, New York.",Stephen Joseph Squeri,Financial Services,US,75100,212 640 2000,200 Vesey Street,New York City,NY,10285,https://images.financialmodelingprep.com/symbol/AXP.png,1972-06-01,False,False,True,False,False,AXP,AXP
LIN,482.15,226084956500,0.929,5.78,408.65-487.49,-0.56,-0.11601,1372249,1691788.0,Linde plc,USD,0001707925,IE000S9YS762,G54950103,NASDAQ Global Select,NASDAQ,Chemicals - Specialty,https://www.linde.com,"Linde plc operates as an industrial gas and engineering company in North and South America, Europe, the Middle East, Africa, and the Asia Pacific. It offers atmospheric gases, including oxygen, nitrogen, argon, and rare gases; and process gases, such as carbon dioxide, helium, hydrogen, electronic gases, specialty gases, and acetylene. The company also designs and constructs turnkey process plants for third-party customers, as well as for the gas businesses in various locations, such as olefin, natural gas, air separation, hydrogen, and synthesis gas plants. It serves a range of industries, including healthcare, energy, manufacturing, food, beverage carbonation, fiber-optics, steel making, aerospace, chemicals, and water treatment. The company was founded in 1879 and is based in Woking, the United Kingdom.",Sanjiv Lamba,Basic Materials,GB,65069,44 203 837 2210,Forge,Woking,,GU21 6HT,https://images.financialmodelingprep.com/symbol/LIN.png,1992-06-17,False,False,True,False,False,LIN,LIN
V,349.86,674132462361,0.94,2.36,268.23-375.51,-0.49,-0.13986,4959792,6577074.0,Visa Inc.,USD,0001403161,US92826C8394,92826C839,New York Stock Exchange,NYSE,Financial - Credit Services,https://usa.visa.com,"Visa Inc. operates as a payments technology company worldwide. The company facilitates digital payments among consumers, merchants, financial institutions, businesses, strategic partners, and government entities. It operates VisaNet, a transaction processing network that enables authorization, clearing, and settlement of payment transactions. In addition, the company offers card products, platforms, and value-added services. It provides its services under the Visa, Visa Electron, Interlink, VPAY, and PLUS brands. Visa Inc. has a strategic agreement with Ooredoo to provide an enhanced payment experience for Visa cardholders and Ooredoo customers in Qatar. Visa Inc. was founded in 1958 and is headquartered in San Francisco, California.",Ryan M. McInerney,Financial Services,US,28800,650 432 3200,PO Box 8999,San Francisco,CA,94128-8999,https://images.financialmodelingprep.com/symbol/V.png,2008-03-19,False,False,True,False,False,V,V
GOOGL,211.64,2563616538603,1.014,0.81,140.53-212.22,4.16,2.00501,32120680,37062222.0,Alphabet Inc.,USD,0001652044,US02079K3059,02079K305,NASDAQ Global Select,NASDAQ,Internet Content & Information,https://www.abc.xyz,"Alphabet Inc. provides various products and platforms in the United States, Europe, the Middle East, Africa, the Asia-Pacific, Canada, and Latin America. It operates through Google Services, Google Cloud, and Other Bets segments. The Google Services segment offers products and services, including ads, Android, Chrome, hardware, Gmail, Google Drive, Google Maps, Google Photos, Google Play, Search, and YouTube. It is also involved in the sale of apps and in-app purchases and digital content in the Google Play store; and Fitbit wearable devices, Google Nest home products, Pixel phones, and other devices, as well as in the provision of YouTube non-advertising services. The Google Cloud segment offers infrastructure, platform, and other services; Google Workspace that include cloud-based collaboration tools for enterprises, such as Gmail, Docs, Drive, Calendar, and Meet; and other services for enterprise customers. The Other Bets segment sells health technology and internet services. The company was founded in 1998 and is headquartered in Mountain View, California.",Sundar Pichai,Communication Services,US,185719,650 253 0000,1600 Amphitheatre Parkway,Mountain View,CA,94043,https://images.financialmodelingprep.com/symbol/GOOGL.png,2004-08-19,False,False,True,False,False,GOOGL,GOOGL
BLK,1130.48,175058219440,1.432,20.62,773.74-1171.89,-1.15,-0.10162,474904,586961.0,"BlackRock, Inc.",USD,0002012383,US09290D1019,09290D101,New York Stock Exchange,NYSE,Asset Management,https://www.blackrock.com,"BlackRock, Inc. is a publicly owned investment manager. The firm primarily provides its services to institutional, intermediary, and individual investors including corporate, public, union, and industry pension plans, insurance companies, third-party mutual funds, endowments, public institutions, governments, foundations, charities, sovereign wealth funds, corporations, official institutions, and banks. It also provides global risk management and advisory services. The firm manages separate client-focused equity, fixed income, and balanced portfolios. It also launches and manages open-end and closed-end mutual funds, offshore funds, unit trusts, and alternative investment vehicles including structured funds. The firm launches equity, fixed income, balanced, and real estate mutual funds. It also launches equity, fixed income, balanced, currency, commodity, and multi-asset exchange traded funds. The firm also launches and manages hedge funds. It invests in the public equity, fixed income, real estate, currency, commodity, and alternative markets across the globe. The firm primarily invests in growth and value stocks of small-cap, mid-cap, SMID-cap, large-cap, and multi-cap companies. It also invests in dividend-paying equity securities. The firm invests in investment grade municipal securities, government securities including securities issued or guaranteed by a government or a government agency or instrumentality, corporate bonds, and asset-backed and mortgage-backed securities. It employs fundamental and quantitative analysis with a focus on bottom-up and top-down approach to make its investments. The firm employs liquidity, asset allocation, balanced, real estate, and alternative strategies to make its investments. In real estate sector, it seeks to invest in Poland and Germany. The firm benchmarks the performance of its portfolios against various S&P, Russell, Barclays, MSCI, Citigroup, and Merrill Lynch indices. BlackRock, Inc. was founded in 1988 and is based in New York City with additional offices in Boston, Massachusetts; London, United Kingdom; Gurgaon, India; Hong Kong; Greenwich, Connecticut; Princeton, New Jersey; Edinburgh, United Kingdom; Sydney, Australia; Taipei, Taiwan; Singapore; Sao Paulo, Brazil; Philadelphia, Pennsylvania; Washington, District of Columbia; Toronto, Canada; Wilmington, Delaware; and San Francisco, California.",Laurence Douglas Fink,Financial Services,US,22600,212 810 5300,50 Hudson Yards,New York City,NY,10001,https://images.financialmodelingprep.com/symbol/BLK.png,1999-10-01,False,False,True,False,False,BLK,BLK
ELV,310.41,69897502980,0.588,6.68,273.71-567.26,0.6,0.19367,1191455,2366704.0,Elevance Health Inc.,USD,0001156039,US0367521038,036752103,New York Stock Exchange,NYSE,Medical - Healthcare Plans,https://www.elevancehealth.com,"Elevance Health Inc. operates as a health benefits company. It supports consumers, families, and communities across the entire care journey connecting to the care, support, and resources to lead healthier lives. It serves approximately 118 million people through a portfolio of medical, digital, pharmacy, behavioral, clinical, and care solutions. The company was formerly known as Anthem, Inc. and changed its name to Elevance Health Inc. in June 2022. Elevance Health Inc. was founded in 1944 and is headquartered in Indianapolis, Indiana.",Gail Koziara Boudreaux,Healthcare,US,104200,800 331 1476,220 Virginia Avenue,Indianapolis,IN,46204,https://images.financialmodelingprep.com/symbol/ELV.png,2001-10-30,False,False,True,False,False,ELV,ELV
COST,944.96,419068025920,0.952,4.92,867.16-1078.23,-4.56,-0.48024,2055366,2203558.0,Costco Wholesale Corporation,USD,0000909832,US22160K1051,22160K105,NASDAQ Global Select,NASDAQ,Discount Stores,https://www.costco.com,"Costco Wholesale Corporation, together with its subsidiaries, engages in the operation of membership warehouses in the United States, Puerto Rico, Canada, the United Kingdom, Mexico, Japan, Korea, Australia, Spain, France, Iceland, China, and Taiwan. It offers branded and private-label products in a range of merchandise categories. The company offers sundries, dry groceries, candies, coolers, freezers, liquor, and tobacco and deli products; appliances, electronics, health and beauty aids, hardware, garden and patio products, sporting goods, tires, toys and seasonal products, office supplies, automotive care products, postages, tickets, apparel, small appliances, furniture, domestics, housewares, special order kiosks, and jewelry; and meat, produce, service deli, and bakery products. It also operates pharmacies, opticals, food courts, hearing-aid centers, and tire installation centers, as well as 636 gas stations; and offers business delivery, travel, same-day grocery, and various other services online in various countries. As of August 29, 2021, the company operated 815 membership warehouses, including 564 in the United States and Puerto Rico, 105 in Canada, 39 in Mexico, 30 in Japan, 29 in the United Kingdom, 16 in South Korea, 14 in Taiwan, 12 in Australia, 3 in Spain, 1 in Iceland, 1 in France, and 1 in China. It also operates e-commerce websites in the United States, Canada, the United Kingdom, Mexico, South Korea, Taiwan, Japan, and Australia. The company was formerly known as Costco Companies, Inc. and changed its name to Costco Wholesale Corporation in August 1999. Costco Wholesale Corporation was founded in 1976 and is based in Issaquah, Washington.",Ron M. Vachris,Consumer Defensive,US,333000,425 313 8100,999 Lake Drive,Issaquah,WA,98027,https://images.financialmodelingprep.com/symbol/COST.png,1986-07-09,False,False,True,False,False,COST,COST
